device,policy,freq_khz,dep_policy,dep_freq,static,active,idle0,idle1
Tensor G5,5,2188000,7,2707000,14.41,161.55,6.45,0
Tensor G5,5,2188000,7,2937000,16.48,198.79,7.5,0
Tensor G5,5,2188000,7,3168000,22.04,217.71,9.89,0
Tensor G5,5,2188000,7,3398000,22.02,299.47,9.83,0
Tensor G5,5,2188000,7,3590000,21.63,370.68,10.1,0
Tensor G5,5,2188000,7,3782000,22.05,535.97,9.84,0
Tensor G5,5,2284000,7,266000,8.85,164.03,6.68,0
Tensor G5,5,2284000,7,400000,8.89,171.56,6.72,0
Tensor G5,5,2284000,7,533000,8.84,173.48,6.71,0
Tensor G5,5,2284000,7,800000,10.19,173.16,6.13,0
Tensor G5,5,2284000,7,883000,10.9,166.32,5.98,0
Tensor G5,5,2284000,7,1036000,11.25,174.86,5.97,0
Tensor G5,5,2284000,7,1152000,11.29,166.86,6.16,0
Tensor G5,5,2284000,7,1305000,11.65,171.18,6.07,0
Tensor G5,5,2284000,7,1420000,9.65,157.2,8.18,0
Tensor G5,5,2284000,7,1593000,11.62,170.04,6.19,0
Tensor G5,5,2284000,7,1766000,11.6,157.42,6.31,0
Tensor G5,5,2284000,7,1920000,11.97,165.07,6.19,0
Tensor G5,5,2284000,7,2073000,13.32,161.12,5.61,0
Tensor G5,5,2284000,7,2208000,13.08,167.74,6.01,0
Tensor G5,5,2284000,7,2342000,11.97,167.47,6.72,0
Tensor G5,5,2284000,7,2457000,13.48,171.67,5.94,0
Tensor G5,5,2284000,7,2592000,13.39,167.78,6.18,0
Tensor G5,5,2284000,7,2707000,12.88,179.52,7.71,0
Tensor G5,5,2284000,7,2937000,15.77,192.38,7.85,0
Tensor G5,5,2284000,7,3168000,20.6,249.62,10.99,0
Tensor G5,5,2284000,7,3398000,20.03,310.0,11.49,0
Tensor G5,5,2284000,7,3590000,21.36,396.97,10.61,0
Tensor G5,5,2284000,7,3782000,22.28,552.09,9.94,0
Tensor G5,5,2400000,7,266000,9.83,180.06,6.82,0
Tensor G5,5,2400000,7,400000,10.94,171.69,6.42,0
Tensor G5,5,2400000,7,533000,9.88,179.15,6.85,0
Tensor G5,5,2400000,7,800000,9.96,183.46,6.87,0
Tensor G5,5,2400000,7,883000,10.45,180.68,7.11,0
Tensor G5,5,2400000,7,1036000,12.24,177.33,6.25,0
Tensor G5,5,2400000,7,1152000,11.46,184.57,6.7,0
Tensor G5,5,2400000,7,1305000,11.34,180.3,6.98,0
Tensor G5,5,2400000,7,1420000,12.53,176.5,6.47,0
Tensor G5,5,2400000,7,1593000,11.78,173.09,7.02,0
Tensor G5,5,2400000,7,1766000,12.27,188.64,6.9,0
Tensor G5,5,2400000,7,1920000,13.67,179.83,6.26,0
Tensor G5,5,2400000,7,2073000,12.49,181.49,7.04,0
Tensor G5,5,2400000,7,2208000,13.58,180.93,6.75,0
Tensor G5,5,2400000,7,2342000,14.11,184.01,6.41,0
Tensor G5,5,2400000,7,2457000,13.34,172.07,6.99,0
Tensor G5,5,2400000,7,2592000,12.59,189.67,7.82,0
Tensor G5,5,2400000,7,2707000,13.63,174.29,7.36,0
Tensor G5,5,2400000,7,2937000,16.45,208.2,7.65,0
Tensor G5,5,2400000,7,3168000,20.93,242.56,11.0,0
Tensor G5,5,2400000,7,3398000,21.29,318.53,10.66,0
Tensor G5,5,2400000,7,3590000,21.77,396.53,10.37,0
Tensor G5,5,2400000,7,3782000,22.91,570.58,9.64,0
Tensor G5,5,2534000,7,266000,12.7,191.57,7.25,0
Tensor G5,5,2534000,7,400000,13.27,211.99,6.63,0
Tensor G5,5,2534000,7,533000,12.2,201.61,7.47,0
Tensor G5,5,2534000,7,800000,11.73,215.66,7.82,0
Tensor G5,5,2534000,7,883000,12.69,212.61,7.75,0
Tensor G5,5,2534000,7,1036000,13.82,211.11,7.47,0
Tensor G5,5,2534000,7,1152000,14.85,198.97,6.82,0
Tensor G5,5,2534000,7,1305000,14.31,201.45,7.39,0
Tensor G5,5,2534000,7,1420000,14.67,202.75,7.26,0
Tensor G5,5,2534000,7,1593000,13.98,212.66,7.73,0
Tensor G5,5,2534000,7,1766000,14.27,202.88,7.7,0
Tensor G5,5,2534000,7,1920000,15.73,208.43,7.12,0
Tensor G5,5,2534000,7,2073000,15.71,197.24,7.46,0
Tensor G5,5,2534000,7,2208000,14.88,216.52,7.84,0
Tensor G5,5,2534000,7,2342000,15.36,206.42,7.64,0
Tensor G5,5,2534000,7,2457000,14.75,218.4,8.36,0
Tensor G5,5,2534000,7,2592000,16.01,201.88,7.58,0
Tensor G5,5,2534000,7,2707000,17.0,212.26,7.17,0
Tensor G5,5,2534000,7,2937000,16.05,202.96,8.41,0
Tensor G5,5,2534000,7,3168000,22.66,257.8,10.19,0
Tensor G5,5,2534000,7,3398000,20.99,319.68,11.23,0
Tensor G5,5,2534000,7,3590000,22.07,407.71,10.67,0
Tensor G5,5,2534000,7,3782000,22.38,586.28,10.5,0
Tensor G5,5,2688000,7,266000,13.26,237.95,8.95,0
Tensor G5,5,2688000,7,400000,13.05,228.83,9.13,0
Tensor G5,5,2688000,7,533000,13.82,240.99,9.1,0
Tensor G5,5,2688000,7,800000,13.73,235.14,8.82,0
Tensor G5,5,2688000,7,883000,14.22,229.65,9.12,0
Tensor G5,5,2688000,7,1036000,14.92,228.96,8.97,0
Tensor G5,5,2688000,7,1152000,15.58,242.21,8.69,0
Tensor G5,5,2688000,7,1305000,15.87,233.94,8.43,0
Tensor G5,5,2688000,7,1420000,15.58,244.44,8.85,0
Tensor G5,5,2688000,7,1593000,14.95,236.7,9.72,0
Tensor G5,5,2688000,7,1766000,17.31,242.86,8.48,0
Tensor G5,5,2688000,7,1920000,16.54,234.67,8.89,0
Tensor G5,5,2688000,7,2073000,17.92,230.6,8.37,0
Tensor G5,5,2688000,7,2208000,16.82,226.97,8.89,0
Tensor G5,5,2688000,7,2342000,17.38,234.81,8.76,0
Tensor G5,5,2688000,7,2457000,16.85,226.11,9.12,0
Tensor G5,5,2688000,7,2592000,18.51,243.54,8.67,0
Tensor G5,5,2688000,7,2707000,17.82,234.49,8.91,0
Tensor G5,5,2688000,7,2937000,19.73,232.22,8.2,0
Tensor G5,5,2688000,7,3168000,21.81,260.09,11.16,0
Tensor G5,5,2688000,7,3398000,20.97,354.38,12.05,0
Tensor G5,5,2688000,7,3590000,21.36,418.1,11.31,0
Tensor G5,5,2688000,7,3782000,21.7,617.21,11.36,0
Tensor G5,5,2841000,7,266000,18.08,280.49,11.11,0
Tensor G5,5,2841000,7,400000,16.48,298.51,12.02,0
Tensor G5,5,2841000,7,533000,16.27,285.92,12.01,0
Tensor G5,5,2841000,7,800000,17.44,287.98,11.39,0
Tensor G5,5,2841000,7,883000,19.74,270.47,10.98,0
Tensor G5,5,2841000,7,1036000,20.11,273.57,10.88,0
Tensor G5,5,2841000,7,1152000,19.05,285.28,11.5,0
Tensor G5,5,2841000,7,1305000,18.92,291.44,11.99,0
Tensor G5,5,2841000,7,1420000,19.35,284.92,11.78,0
Tensor G5,5,2841000,7,1593000,19.81,289.05,11.66,0
Tensor G5,5,2841000,7,1766000,20.33,283.03,11.5,0
Tensor G5,5,2841000,7,1920000,21.29,279.53,11.14,0
Tensor G5,5,2841000,7,2073000,20.66,287.03,11.72,0
Tensor G5,5,2841000,7,2208000,21.52,294.05,11.48,0
Tensor G5,5,2841000,7,2342000,20.89,282.0,12.44,0
Tensor G5,5,2841000,7,2457000,21.42,293.84,12.12,0
Tensor G5,5,2841000,7,2592000,22.21,273.28,11.64,0
Tensor G5,5,2841000,7,2707000,23.54,280.57,11.03,0
Tensor G5,5,2841000,7,2937000,23.11,275.81,11.42,0
Tensor G5,5,2841000,7,3168000,25.4,285.75,10.48,0
Tensor G5,5,2841000,7,3398000,25.17,342.44,10.67,0
Tensor G5,5,2841000,7,3590000,24.89,436.76,10.8,0
Tensor G5,5,2841000,7,3782000,25.3,601.26,10.52,0
Tensor G5,5,2937000,7,266000,21.01,326.61,13.39,0
Tensor G5,5,2937000,7,400000,19.79,319.62,14.18,0
Tensor G5,5,2937000,7,533000,20.93,326.91,13.65,0
Tensor G5,5,2937000,7,800000,20.53,325.58,13.77,0
Tensor G5,5,2937000,7,883000,20.96,330.68,14.64,0
Tensor G5,5,2937000,7,1036000,23.33,315.3,13.56,0
Tensor G5,5,2937000,7,1152000,21.59,334.06,14.34,0
Tensor G5,5,2937000,7,1305000,22.31,309.45,14.66,0
Tensor G5,5,2937000,7,1420000,21.83,334.63,14.75,0
Tensor G5,5,2937000,7,1593000,25.02,316.91,13.23,0
Tensor G5,5,2937000,7,1766000,22.57,336.65,15.01,0
Tensor G5,5,2937000,7,1920000,24.29,315.73,13.83,0
Tensor G5,5,2937000,7,2073000,24.42,332.05,14.04,0
Tensor G5,5,2937000,7,2208000,26.79,315.44,13.04,0
Tensor G5,5,2937000,7,2342000,26.4,330.0,13.46,0
Tensor G5,5,2937000,7,2457000,25.08,321.49,14.43,0
Tensor G5,5,2937000,7,2592000,25.54,332.99,14.44,0
Tensor G5,5,2937000,7,2707000,26.36,322.76,13.67,0
Tensor G5,5,2937000,7,2937000,26.28,329.3,14.17,0
Tensor G5,5,2937000,7,3168000,28.35,319.87,13.53,0
Tensor G5,5,2937000,7,3398000,26.52,335.76,14.82,0
Tensor G5,5,2937000,7,3590000,26.25,418.35,14.87,0
Tensor G5,5,2937000,7,3782000,28.68,605.19,13.36,0
Tensor G5,5,3052000,7,266000,24.53,348.05,17.64,0
Tensor G5,5,3052000,7,400000,23.87,373.56,17.85,0
Tensor G5,5,3052000,7,533000,25.15,348.99,17.25,0
Tensor G5,5,3052000,7,800000,25.56,369.14,16.83,0
Tensor G5,5,3052000,7,883000,27.72,354.79,16.36,0
Tensor G5,5,3052000,7,1036000,26.64,372.01,17.36,0
Tensor G5,5,3052000,7,1152000,28.94,354.06,16.06,0
Tensor G5,5,3052000,7,1305000,28.35,354.8,16.7,0
Tensor G5,5,3052000,7,1420000,27.29,355.77,17.31,0
Tensor G5,5,3052000,7,1593000,29.01,360.68,16.87,0
Tensor G5,5,3052000,7,1766000,28.38,358.26,17.13,0
Tensor G5,5,3052000,7,1920000,27.42,371.84,18.39,0
Tensor G5,5,3052000,7,2073000,27.93,362.34,18.17,0
Tensor G5,5,3052000,7,2208000,30.22,361.79,17.49,0
Tensor G5,5,3052000,7,2342000,30.1,361.1,17.73,0
Tensor G5,5,3052000,7,2457000,30.41,371.25,16.97,0
Tensor G5,5,3052000,7,2592000,29.14,356.91,18.21,0
Tensor G5,5,3052000,7,2707000,32.36,366.08,16.55,0
Tensor G5,5,3052000,7,2937000,31.08,358.27,17.42,0
Tensor G5,5,3052000,7,3168000,33.19,370.28,16.84,0
Tensor G5,5,3052000,7,3398000,32.38,361.12,17.47,0
Tensor G5,5,3052000,7,3590000,32.28,415.4,17.69,0
Tensor G5,5,3052000,7,3782000,33.41,596.23,16.73,0
Tensor G5,7,266000,5,177000,0,51.2,27.72,0
Tensor G5,7,266000,5,266000,0,51.82,27.24,0
Tensor G5,7,266000,5,400000,0,53.14,26.99,0
Tensor G5,7,266000,5,533000,0,55.57,28.61,0
Tensor G5,7,266000,5,652000,0,57.43,29.59,0
Tensor G5,7,266000,5,729000,0,59.68,30.27,0
Tensor G5,7,266000,5,921000,0,65.59,32.64,0
Tensor G5,7,266000,5,1075000,0,70.69,34.8,0
Tensor G5,7,266000,5,1267000,0,75.38,37.14,0
Tensor G5,7,266000,5,1401000,0,80.24,38.8,0
Tensor G5,7,266000,5,1536000,0,84.57,40.91,0
Tensor G5,7,266000,5,1670000,0,88.29,42.95,0
Tensor G5,7,266000,5,1785000,0,91.91,44.21,0
Tensor G5,7,266000,5,1862000,0,98.54,46.74,0
Tensor G5,7,266000,5,1939000,0,102.98,48.88,0
Tensor G5,7,266000,5,2092000,0,114.11,53.39,0
Tensor G5,7,266000,5,2188000,0,118.33,55.88,0
Tensor G5,7,266000,5,2284000,0,123.94,58.88,0
Tensor G5,7,266000,5,2400000,0,131.05,61.73,0
Tensor G5,7,266000,5,2534000,0,145.65,68.25,0
Tensor G5,7,266000,5,2688000,0,161.28,75.26,0
Tensor G5,7,266000,5,2841000,0,191.51,91.92,0
Tensor G5,7,266000,5,2937000,0,213.0,105.41,0
Tensor G5,7,266000,5,3052000,0,243.69,122.72,0
Tensor G5,7,400000,5,177000,0,70.99,26.46,0
Tensor G5,7,400000,5,266000,0,71.18,26.37,0
Tensor G5,7,400000,5,400000,0,71.93,26.32,0
Tensor G5,7,400000,5,533000,0,75.41,27.69,0
Tensor G5,7,400000,5,652000,0,78.97,28.95,0
Tensor G5,7,400000,5,729000,0,80.65,29.36,0
Tensor G5,7,400000,5,921000,0,87.34,31.9,0
Tensor G5,7,400000,5,1075000,0,93.52,34.09,0
Tensor G5,7,400000,5,1267000,0,100.36,36.44,0
Tensor G5,7,400000,5,1401000,0,105.24,38.08,0
Tensor G5,7,400000,5,1536000,0,111.59,39.78,0
Tensor G5,7,400000,5,1670000,0,116.74,41.83,0
Tensor G5,7,400000,5,1785000,0,120.48,43.63,0
Tensor G5,7,400000,5,1862000,0,128.02,46.01,0
Tensor G5,7,400000,5,1939000,0,135.7,47.44,0
Tensor G5,7,400000,5,2092000,0,146.73,52.88,0
Tensor G5,7,400000,5,2188000,0,154.09,55.12,0
Tensor G5,7,400000,5,2284000,0,162.8,57.99,0
Tensor G5,7,400000,5,2400000,0,171.08,60.54,0
Tensor G5,7,400000,5,2534000,0,188.77,67.58,0
Tensor G5,7,400000,5,2688000,0,206.36,74.52,0
Tensor G5,7,400000,5,2841000,0,243.85,90.6,0
Tensor G5,7,400000,5,2937000,0,273.68,104.56,0
Tensor G5,7,400000,5,3052000,0,306.47,121.9,0
Tensor G5,7,533000,5,177000,0,86.84,25.15,0
Tensor G5,7,533000,5,266000,0,85.92,26.0,0
Tensor G5,7,533000,5,400000,0,86.85,25.82,0
Tensor G5,7,533000,5,533000,0,90.02,27.16,0
Tensor G5,7,533000,5,652000,0,94.57,28.54,0
Tensor G5,7,533000,5,729000,0,98.27,28.19,0
Tensor G5,7,533000,5,921000,0,107.03,30.71,0
Tensor G5,7,533000,5,1075000,0,113.27,33.64,0
Tensor G5,7,533000,5,1267000,0,123.63,35.61,0
Tensor G5,7,533000,5,1401000,0,130.18,37.15,0
Tensor G5,7,533000,5,1536000,0,134.83,39.69,0
Tensor G5,7,533000,5,1670000,0,139.28,41.59,0
Tensor G5,7,533000,5,1785000,0,146.0,42.48,0
Tensor G5,7,533000,5,1862000,0,154.85,44.04,0
Tensor G5,7,533000,5,1939000,0,165.86,47.62,0
Tensor G5,7,533000,5,2092000,0,178.72,51.53,0
Tensor G5,7,533000,5,2188000,0,186.42,54.72,0
Tensor G5,7,533000,5,2284000,0,0,55.44,0
Tensor G5,7,533000,5,2400000,0,0,59.69,0
Tensor G5,7,533000,5,2534000,0,0,67.13,0
Tensor G5,7,533000,5,2688000,0,0,75.87,0
Tensor G5,7,533000,5,2841000,0,0,87.65,0
Tensor G5,7,533000,5,2937000,0,0,103.52,0
Tensor G5,7,533000,5,3052000,0,366.64,121.1,0
Tensor G5,7,800000,5,177000,0,120.54,26.07,0
Tensor G5,7,800000,5,266000,0,122.76,26.14,0
Tensor G5,7,800000,5,400000,0,119.64,27.09,0
Tensor G5,7,800000,5,533000,0,115.66,27.44,0
Tensor G5,7,800000,5,652000,0,126.53,27.29,0
Tensor G5,7,800000,5,729000,0,124.87,28.67,0
Tensor G5,7,800000,5,921000,0,141.11,30.2,0
Tensor G5,7,800000,5,1075000,0,143.08,33.64,0
Tensor G5,7,800000,5,1267000,0,159.6,34.7,0
Tensor G5,7,800000,5,1401000,0,165.37,36.34,0
Tensor G5,7,800000,5,1536000,0,177.27,38.16,0
Tensor G5,7,800000,5,1670000,0,181.43,40.1,0
Tensor G5,7,800000,5,1785000,0,191.72,41.4,0
Tensor G5,7,800000,5,1862000,0,195.83,45.68,0
Tensor G5,7,800000,5,1939000,0,206.23,47.97,0
Tensor G5,7,800000,5,2092000,0,224.12,52.21,0
Tensor G5,7,800000,5,2188000,0,235.98,55.1,0
Tensor G5,7,800000,5,2284000,0,248.66,55.23,0
Tensor G5,7,800000,5,2400000,0,266.57,58.03,0
Tensor G5,7,800000,5,2534000,0,283.36,67.23,0
Tensor G5,7,800000,5,2688000,0,319.95,74.48,0
Tensor G5,7,800000,5,2841000,0,366.67,90.46,0
Tensor G5,7,800000,5,2937000,0,414.14,104.4,0
Tensor G5,7,800000,5,3052000,0,449.36,126.56,0
Tensor G5,7,883000,5,177000,0,132.5,28.31,0
Tensor G5,7,883000,5,266000,0,130.58,27.14,0
Tensor G5,7,883000,5,400000,0,129.8,28.05,0
Tensor G5,7,883000,5,533000,0,131.0,27.2,0
Tensor G5,7,883000,5,652000,0,130.17,28.56,0
Tensor G5,7,883000,5,729000,0,131.98,29.04,0
Tensor G5,7,883000,5,921000,0,151.36,30.46,0
Tensor G5,7,883000,5,1075000,0,151.45,33.93,0
Tensor G5,7,883000,5,1267000,0,170.65,35.53,0
Tensor G5,7,883000,5,1401000,0,173.46,36.5,0
Tensor G5,7,883000,5,1536000,0,185.58,38.36,0
Tensor G5,7,883000,5,1670000,0,189.47,42.62,0
Tensor G5,7,883000,5,1785000,0,198.91,43.46,0
Tensor G5,7,883000,5,1862000,0,211.99,45.53,0
Tensor G5,7,883000,5,1939000,0,232.41,46.95,0
Tensor G5,7,883000,5,2092000,0,244.78,50.67,0
Tensor G5,7,883000,5,2188000,0,250.05,55.52,0
Tensor G5,7,883000,5,2284000,0,263.23,58.16,0
Tensor G5,7,883000,5,2400000,0,284.7,59.03,0
Tensor G5,7,883000,5,2534000,0,306.12,68.03,0
Tensor G5,7,883000,5,2688000,0,344.19,72.35,0
Tensor G5,7,883000,5,2841000,0,388.8,91.62,0
Tensor G5,7,883000,5,2937000,0,444.06,104.42,0
Tensor G5,7,883000,5,3052000,0,493.66,118.55,0
Tensor G5,7,1036000,5,177000,0,156.84,28.63,0
Tensor G5,7,1036000,5,266000,0,151.54,28.51,0
Tensor G5,7,1036000,5,400000,0,152.76,29.33,0
Tensor G5,7,1036000,5,533000,0,150.44,29.75,0
Tensor G5,7,1036000,5,652000,0,157.3,28.65,0
Tensor G5,7,1036000,5,729000,0,148.58,30.31,0
Tensor G5,7,1036000,5,921000,0,165.9,30.75,0
Tensor G5,7,1036000,5,1075000,0,171.34,32.88,0
Tensor G5,7,1036000,5,1267000,0,186.69,36.36,0
Tensor G5,7,1036000,5,1401000,0,191.25,36.71,0
Tensor G5,7,1036000,5,1536000,0,202.16,40.46,0
Tensor G5,7,1036000,5,1670000,0,210.98,40.96,0
Tensor G5,7,1036000,5,1785000,0,220.45,41.96,0
Tensor G5,7,1036000,5,1862000,0,233.13,44.8,0
Tensor G5,7,1036000,5,1939000,0,246.73,48.6,0
Tensor G5,7,1036000,5,2092000,0,269.18,50.99,0
Tensor G5,7,1036000,5,2188000,0,290.94,53.55,0
Tensor G5,7,1036000,5,2284000,0,289.32,58.66,0
Tensor G5,7,1036000,5,2400000,0,309.73,60.92,0
Tensor G5,7,1036000,5,2534000,0,355.28,65.54,0
Tensor G5,7,1036000,5,2688000,0,374.11,75.3,0
Tensor G5,7,1036000,5,2841000,0,447.49,92.03,0
Tensor G5,7,1036000,5,2937000,0,486.93,105.22,0
Tensor G5,7,1036000,5,3052000,0,546.53,120.64,0
Tensor G5,7,1152000,5,177000,0,178.12,29.74,0
Tensor G5,7,1152000,5,266000,0,175.1,30.0,0
Tensor G5,7,1152000,5,400000,0,176.01,29.75,0
Tensor G5,7,1152000,5,533000,0,176.65,29.7,0
Tensor G5,7,1152000,5,652000,0,172.76,30.59,0
Tensor G5,7,1152000,5,729000,0,176.23,30.34,0
Tensor G5,7,1152000,5,921000,0,174.95,30.77,0
Tensor G5,7,1152000,5,1075000,0,185.11,33.86,0
Tensor G5,7,1152000,5,1267000,0,202.11,35.39,0
Tensor G5,7,1152000,5,1401000,0,212.87,36.64,0
Tensor G5,7,1152000,5,1536000,0,217.35,38.45,0
Tensor G5,7,1152000,5,1670000,0,235.37,40.55,0
Tensor G5,7,1152000,5,1785000,0,235.68,43.5,0
Tensor G5,7,1152000,5,1862000,0,259.9,44.37,0
Tensor G5,7,1152000,5,1939000,0,269.77,46.48,0
Tensor G5,7,1152000,5,2092000,0,289.72,53.39,0
Tensor G5,7,1152000,5,2188000,0,308.76,53.57,0
Tensor G5,7,1152000,5,2284000,0,325.39,55.94,0
Tensor G5,7,1152000,5,2400000,0,330.07,58.81,0
Tensor G5,7,1152000,5,2534000,0,379.01,66.59,0
Tensor G5,7,1152000,5,2688000,0,405.14,72.41,0
Tensor G5,7,1152000,5,2841000,0,471.8,91.26,0
Tensor G5,7,1152000,5,2937000,0,528.13,102.63,0
Tensor G5,7,1152000,5,3052000,0,592.55,123.17,0
Tensor G5,7,1305000,5,177000,0,206.0,33.03,0
Tensor G5,7,1305000,5,266000,0,209.61,31.71,0
Tensor G5,7,1305000,5,400000,0,196.38,31.72,0
Tensor G5,7,1305000,5,533000,0,201.55,33.25,0
Tensor G5,7,1305000,5,652000,0,203.34,32.84,0
Tensor G5,7,1305000,5,729000,0,207.76,32.51,0
Tensor G5,7,1305000,5,921000,0,195.66,32.98,0
Tensor G5,7,1305000,5,1075000,0,206.9,32.87,0
Tensor G5,7,1305000,5,1267000,0,222.51,35.04,0
Tensor G5,7,1305000,5,1401000,0,228.32,38.14,0
Tensor G5,7,1305000,5,1536000,0,243.44,39.08,0
Tensor G5,7,1305000,5,1670000,0,260.22,41.21,0
Tensor G5,7,1305000,5,1785000,0,260.4,43.11,0
Tensor G5,7,1305000,5,1862000,0,282.85,44.87,0
Tensor G5,7,1305000,5,1939000,0,290.94,46.8,0
Tensor G5,7,1305000,5,2092000,0,314.77,55.51,0
Tensor G5,7,1305000,5,2188000,0,322.39,54.62,0
Tensor G5,7,1305000,5,2284000,0,355.52,57.03,0
Tensor G5,7,1305000,5,2400000,0,363.86,58.99,0
Tensor G5,7,1305000,5,2534000,0,393.56,66.2,0
Tensor G5,7,1305000,5,2688000,0,436.48,75.88,0
Tensor G5,7,1305000,5,2841000,0,516.99,92.28,0
Tensor G5,7,1305000,5,2937000,0,572.41,101.99,0
Tensor G5,7,1305000,5,3052000,0,655.68,119.01,0
Tensor G5,7,1420000,5,177000,0,236.11,33.77,0
Tensor G5,7,1420000,5,266000,0,232.09,33.67,0
Tensor G5,7,1420000,5,400000,0,234.07,34.25,0
Tensor G5,7,1420000,5,533000,0,232.02,33.97,0
Tensor G5,7,1420000,5,652000,0,234.54,35.05,0
Tensor G5,7,1420000,5,729000,0,223.7,36.17,0
Tensor G5,7,1420000,5,921000,0,234.65,35.16,0
Tensor G5,7,1420000,5,1075000,0,228.58,36.32,0
Tensor G5,7,1420000,5,1267000,0,234.83,35.24,0
Tensor G5,7,1420000,5,1401000,0,245.99,36.79,0
Tensor G5,7,1420000,5,1536000,0,256.67,39.78,0
Tensor G5,7,1420000,5,1670000,0,274.77,40.58,0
Tensor G5,7,1420000,5,1785000,0,265.94,42.09,0
Tensor G5,7,1420000,5,1862000,0,305.33,44.64,0
Tensor G5,7,1420000,5,1939000,0,309.79,47.46,0
Tensor G5,7,1420000,5,2092000,0,340.75,51.34,0
Tensor G5,7,1420000,5,2188000,0,341.58,53.84,0
Tensor G5,7,1420000,5,2284000,0,376.85,56.21,0
Tensor G5,7,1420000,5,2400000,0,383.0,61.93,0
Tensor G5,7,1420000,5,2534000,0,433.95,65.92,0
Tensor G5,7,1420000,5,2688000,0,479.61,73.17,0
Tensor G5,7,1420000,5,2841000,0,527.26,90.02,0
Tensor G5,7,1420000,5,2937000,0,616.15,105.13,0
Tensor G5,7,1420000,5,3052000,0,665.23,124.37,0
Tensor G5,7,1593000,5,177000,0,265.47,35.96,0
Tensor G5,7,1593000,5,266000,0,261.52,35.41,0
Tensor G5,7,1593000,5,400000,0,262.9,35.89,0
Tensor G5,7,1593000,5,533000,0,259.88,35.46,0
Tensor G5,7,1593000,5,652000,0,259.91,37.91,0
Tensor G5,7,1593000,5,729000,0,259.47,36.25,0
Tensor G5,7,1593000,5,921000,0,264.24,36.7,0
Tensor G5,7,1593000,5,1075000,0,262.45,36.58,0
Tensor G5,7,1593000,5,1267000,0,254.84,37.36,0
Tensor G5,7,1593000,5,1401000,0,245.49,38.48,0
Tensor G5,7,1593000,5,1536000,0,283.89,39.08,0
Tensor G5,7,1593000,5,1670000,0,291.15,41.08,0
Tensor G5,7,1593000,5,1785000,0,296.56,42.75,0
Tensor G5,7,1593000,5,1862000,0,325.67,45.21,0
Tensor G5,7,1593000,5,1939000,0,335.5,47.03,0
Tensor G5,7,1593000,5,2092000,0,365.91,51.79,0
Tensor G5,7,1593000,5,2188000,0,384.29,54.53,0
Tensor G5,7,1593000,5,2284000,0,405.42,57.27,0
Tensor G5,7,1593000,5,2400000,0,427.69,59.47,0
Tensor G5,7,1593000,5,2534000,0,468.16,66.17,0
Tensor G5,7,1593000,5,2688000,0,496.26,74.05,0
Tensor G5,7,1593000,5,2841000,0,587.98,91.33,0
Tensor G5,7,1593000,5,2937000,0,652.26,102.81,0
Tensor G5,7,1593000,5,3052000,0,718.81,120.84,0
Tensor G5,7,1766000,5,177000,0,280.59,37.12,0
Tensor G5,7,1766000,5,266000,0,303.38,37.12,0
Tensor G5,7,1766000,5,400000,0,295.04,37.21,0
Tensor G5,7,1766000,5,533000,0,303.66,37.24,0
Tensor G5,7,1766000,5,652000,0,302.21,37.81,0
Tensor G5,7,1766000,5,729000,0,299.55,38.22,0
Tensor G5,7,1766000,5,921000,0,298.38,38.5,0
Tensor G5,7,1766000,5,1075000,0,297.9,38.44,0
Tensor G5,7,1766000,5,1267000,0,289.11,39.31,0
Tensor G5,7,1766000,5,1401000,0,296.83,38.8,0
Tensor G5,7,1766000,5,1536000,0,301.05,39.7,0
Tensor G5,7,1766000,5,1670000,0,314.23,41.21,0
Tensor G5,7,1766000,5,1785000,0,302.99,42.92,0
Tensor G5,7,1766000,5,1862000,0,339.53,45.82,0
Tensor G5,7,1766000,5,1939000,0,362.59,47.8,0
Tensor G5,7,1766000,5,2092000,0,393.72,51.48,0
Tensor G5,7,1766000,5,2188000,0,423.54,53.96,0
Tensor G5,7,1766000,5,2284000,0,406.29,58.29,0
Tensor G5,7,1766000,5,2400000,0,468.06,59.63,0
Tensor G5,7,1766000,5,2534000,0,494.42,66.81,0
Tensor G5,7,1766000,5,2688000,0,530.79,76.13,0
Tensor G5,7,1766000,5,2841000,0,616.92,93.85,0
Tensor G5,7,1766000,5,2937000,0,712.46,102.92,0
Tensor G5,7,1766000,5,3052000,0,789.5,121.76,0
Tensor G5,7,1920000,5,177000,0,332.58,38.6,0
Tensor G5,7,1920000,5,266000,0,323.21,39.29,0
Tensor G5,7,1920000,5,400000,0,325.09,38.98,0
Tensor G5,7,1920000,5,533000,0,328.51,39.28,0
Tensor G5,7,1920000,5,652000,0,325.0,39.92,0
Tensor G5,7,1920000,5,729000,0,321.69,40.06,0
Tensor G5,7,1920000,5,921000,0,323.16,39.96,0
Tensor G5,7,1920000,5,1075000,0,332.68,40.43,0
Tensor G5,7,1920000,5,1267000,0,328.36,41.06,0
Tensor G5,7,1920000,5,1401000,0,316.36,41.76,0
Tensor G5,7,1920000,5,1536000,0,327.09,41.45,0
Tensor G5,7,1920000,5,1670000,0,330.43,43.64,0
Tensor G5,7,1920000,5,1785000,0,334.34,42.79,0
Tensor G5,7,1920000,5,1862000,0,363.3,45.29,0
Tensor G5,7,1920000,5,1939000,0,394.3,47.41,0
Tensor G5,7,1920000,5,2092000,0,411.27,52.67,0
